title,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
Osmosis Jones,2001,19,13,16,18,2
The Others,2001,18,10,17,0,2
Out Cold,2001,10,17,22,2,19
Pearl Harbor,2001,4,11,21,18,2
Perfume,2001,14,16,16,6,17
Planet of the Apes,2001,19,13,5,18,2
The Pledge,2001,22,19,6,18,2
Pootie Tang,2001,4,21,6,18,2
The Princess Diaries,2001,0,17,6,5,2
 Rat Race,2001,13,18,21,18,2
Recess: School's Out,2001,1,15,6,18,2
Riding in Cars with Boys,2001,0,11,20,18,2
Rock Star,2001,10,17,6,22,2
The Royal Tenenbaums,2001,12,22,7,5,2
Rush Hour 2,2001,13,4,14,18,2
 The Safety of Objects,2001,22,19,6,18,2
Save the Last Dance,2001,1,15,6,6,12
Saving Silverman,2001,19,3,15,18,2
Say It Isn't So,2001,15,9,6,18,29
Scary Movie 2,2001,18,10,6,18,2
The Score,2001,18,10,6,16,2
See Spot Run,2001,3,14,10,5,21
Serendipity,2001,10,17,6,4,29
Session 9,2001,2,4,6,18,2
Shallow Hal,2001,10,17,1,17,2
She Creature,2001,19,4,21,18,29
The Shipping News,2001,12,21,20,18,2
Shrek,2001,21,5,13,18,2
The Shrink Is In,2001,7,3,18,22,35
Sidewalks of New York,2001,10,0,6,6,2
Someone Like You,2001,0,17,6,5,2
Soul Survivors,2001,4,11,6,18,2
Southern Comfort,2001,12,22,3,18,18
Southlander,2001,21,5,10,1,28
Spy Game,2001,19,13,6,0,2
Spy Kids,2001,18,10,19,18,37
Storytelling,2001,11,12,22,18,6
Sugar & Spice,2001,1,15,20,5,2
Summer Catch,2001,0,17,1,18,2
Super Troopers,2001,20,2,19,13,15
Sweet November,2001,0,17,8,6,2
Swordfish,2001,6,20,6,18,2
 The Tailor of Panama,2001,7,21,6,6,33
Tape,2001,20,2,17,18,2
Thirteen Conversations About One Thing,2001,7,21,10,15,25
Thirteen Ghosts,2001,18,10,17,18,16
To End All Wars,2001,11,12,13,18,7
Tomcats,2001,9,5,12,8,38
Tortilla Soup,2001,4,11,6,18,2
Town & Country,2001,0,17,8,5,10
Training Day,2001,6,20,16,18,44
Two Can Play That Game,2001,3,14,17,20,4
 Uprising,2001,7,21,4,5,28
Valentine,2001,16,4,6,5,2
Vanilla Sky,2001,0,3,3,18,2
 Waking Life,2001,11,12,6,7,8
The Wash,2001,22,19,10,18,2
The Wedding Planner,2001,0,17,6,18,2
Wet Hot American Summer,2001,21,5,21,6,37
What's the Worst That Could Happen?,2001,18,10,16,18,2
When Strangers Appear,2001,11,12,13,5,41
Zoolander,2001,19,13,6,6,2
 13 Moons,2002,7,16,4,18,2
25th Hour,2002,13,18,6,22,2
40 Days and 40 Nights,2002,10,21,19,1,16
8 Mile,2002,10,17,10,18,2
 Abandon,2002,10,13,2,20,16
About a Boy,2002,15,9,20,18,2
About Schmidt,2002,0,17,17,18,2
Adaptation.,2002,16,17,18,18,7
The Adventures of Pluto Nash,2002,16,4,21,18,2
All About the Benjamins,2002,16,19,11,18,2
Analyze That,2002,22,19,16,7,7
Antwone Fisher,2002,0,17,18,18,2
Austin Powers in Goldmember,2002,4,11,11,18,2
Avenging Angelo Baby Beethoven Baby Newton ,2002,14,4,8,4,2
 Bad Company,2002,16,20,21,16,2
Ballistic: Ecks vs. Sever,2002,2,21,6,6,2
The Banger Sisters,2002,7,21,21,11,37
Barbershop,2002,20,3,20,7,2
Below,2002,19,13,8,18,17
Better Luck Tomorrow,2002,1,15,13,18,2
Big Fat Liar,2002,11,17,20,18,18
Big Trouble,2002,16,13,17,18,2
Birthday Girl,2002,10,17,6,18,2
Blade II,2002,6,20,16,0,17
Blood Work,2002,7,21,11,20,20
Blue Crush,2002,8,3,13,18,2
Book of Love,2002,21,5,16,9,22
The Bourne Identity,2002,16,19,6,18,29
Brown Sugar,2002,21,5,17,18,2
Bubba Ho-tep,2002,7,21,8,4,32
The Burial Society,2002,7,21,3,0,22
Buying the Cow,2002,10,21,12,7,26
 Cabin Fever,2002,9,7,14,18,16
Carrie,2002,15,3,1,18,37
Catch Me If You Can,2002,4,17,20,18,2
Chance,2002,0,17,21,18,2
Changing Lanes,2002,14,16,20,18,32
Chat Room,2002,1,15,16,9,16
Chelsea Walls,2002,11,12,17,1,2
Chicago,2002,5,6,13,18,2
City by the Sea,2002,14,16,7,12,23
City of Ghosts,2002,10,18,16,2,40
Civil Brand,2002,2,13,6,18,2
Clockstoppers,2002,19,11,8,18,2
Collateral Damage,2002,2,20,2,5,2
The Crocodile Hunter: Collision Course,2002,6,4,17,18,2
Confessions of a Dangerous Mind,2002,19,21,6,7,2
The Count of Monte Cristo,2002,19,13,11,22,2
The Country Bears,2002,20,2,21,18,2
Crazy as Hell,2002,15,9,17,12,4
Crossroads,2002,4,11,18,18,32
Cypher,2002,19,17,16,18,2
 The Dancer Upstairs,2002,7,0,14,6,2
The Dangerous Lives of Altar Boys,2002,1,15,11,4,2
Dark Blue,2002,16,20,6,6,2
Darkness,2002,18,10,17,18,37
Death to Smoochy,2002,19,13,14,18,2
Demon Island,2002,9,3,6,5,2
Deuces Wild,2002,6,4,13,18,37
Dragonfly,2002,0,17,8,18,23
Drumline,2002,8,8,1,18,2
Eight Crazy Nights,2002,7,21,21,18,2
The Emperor's Club,2002,14,16,21,5,2
Empire,2002,13,18,17,0,37
Enough,2002,18,10,7,16,16
Equilibrium,2002,4,11,20,18,2
Evelyn,2002,4,11,11,5,2
 Far from Heaven,2002,3,14,6,18,39
FeardotCom,2002,5,6,21,5,2
The First $20 Million Is Always the Hardest,2002,3,14,6,18,2
Frida,2002,10,17,17,18,19
Friday After Next,2002,13,18,6,18,2
The Four Feathers,2002,2,13,8,14,2
 Gangs of New York,2002,6,20,6,18,2
Ghost Ship,2002,6,20,11,18,17
The Good Girl,2002,0,17,17,18,2
The Guru,2002,11,12,8,1,21
 Half Past Dead,2002,16,20,16,8,2
Halloween: Resurrection,2002,6,4,8,5,2
Harry Potter and the Chamber of Secrets,2002,1,15,10,18,2
Hart's War,2002,2,13,16,18,2
Hey Arnold!: The Movie,2002,19,4,20,18,2
High Crimes,2002,5,6,16,18,2
Highway,2002,10,21,10,18,2
Hollywood Ending,2002,11,12,5,18,23
Home Room,2002,1,15,17,22,33
The Hot Chick,2002,1,15,1,18,2
The Hours,2002,0,9,16,18,2
Hysterical Blindness,2002,0,17,16,22,29
 I Spy,2002,17,1,17,14,2
Ice Age,2002,19,13,8,22,2
Igby Goes Down,2002,12,22,9,15,2
Impostor,2002,2,20,6,6,18
Interstate 60,2002,0,17,11,18,2
Insomnia,2002,20,2,11,18,2
 Jackass: The Movie,2002,7,21,13,12,15
Jason X,2002,2,20,8,13,2
John Q,2002,14,16,2,5,2
Jonah: A VeggieTales Movie,2002,0,17,21,5,2
Juwanna Mann,2002,8,8,21,18,2
 K-19: The Widowmaker,2002,2,13,6,0,2
K-9: P.I.,2002,7,3,21,17,13
Killing Me Softly,2002,0,17,6,6,2
Kiss the Bride,2002,12,22,7,15,18
Kung Pow! Enter the Fist,2002,17,1,13,18,2
Laurel Canyon,2002,15,3,6,6,16
Life or Something Like It,2002,0,17,18,18,20
Like Mike,2002,8,8,20,18,2
Lilo & Stitch,2002,19,13,14,19,2
The Lord of the Rings: The Two Towers,2002,2,13,20,5,2
 Maid in Manhattan,2002,0,17,2,4,2
The Master of Disguise,2002,18,11,19,5,30
Men in Black II,2002,5,6,7,18,2
Minority Report,2002,5,6,16,18,2
Moonlight Mile,2002,5,6,11,18,30
The Mothman Prophecies,2002,0,17,21,18,2
Mr. Deeds,2002,10,5,20,12,2
Murder by Numbers,2002,16,3,6,16,2
My Big Fat Greek Wedding,2002,12,22,6,18,2
 Narc,2002,16,6,16,18,2
National Lampoon's Van Wilder,2002,1,15,6,18,2
New Best Friend,2002,7,21,10,4,32
The New Guy,2002,1,15,8,18,2
Nicholas Nickleby,2002,4,11,6,18,2
Night at the Golden Eagle,2002,7,1,0,19,33
 On Line,2002,7,0,16,9,35
One Hour Photo,2002,12,22,6,18,2
Orange County,2002,10,17,2,11,2
 Paid in Full,2002,13,18,6,11,2
Panic Room,2002,18,10,6,5,2
Path to War,2002,11,12,9,13,20
Personal Velocity: Three Portraits,2002,7,0,20,10,0
Pinocchio,2002,1,15,20,18,2
Poolhall Junkies,2002,8,8,4,4,19
The Powerpuff Girls Movie,2002,19,13,14,5,2
Pumpkin,2002,15,9,13,6,2
Punch-Drunk Love,2002,0,17,6,16,2
 Queen of the Damned,2002,19,13,16,5,25
The Quiet American,2002,2,13,6,6,2
 R.S.V.P.,2002,5,6,21,17,3
Real Women Have Curves,2002,12,22,6,18,2
Red Dragon,2002,16,20,8,18,2
Reign of Fire,2002,6,20,2,12,2
Return to Never Land,2002,0,17,11,0,0
The Ring,2002,0,4,6,18,2
Ripley's Game,2002,13,18,11,4,2
Road to Perdition,2002,14,16,6,17,33
Roger Dodger,2002,7,17,6,13,2
Rollerball,2002,2,13,9,18,0
The Rookie,2002,12,22,20,18,2
The Rules of Attraction,2002,21,5,6,7,20
 S1m0ne,2002,11,12,20,18,2
The Salton Sea,2002,16,4,8,6,2
The Santa Clause 2,2002,4,3,6,8,42
Scooby-Doo,2002,19,3,18,18,23
The Scorpion King,2002,6,20,20,18,2
The Secret Lives of Dentists,2002,12,22,5,11,26
Secretary,2002,10,0,6,18,16
Serving Sara,2002,10,3,17,5,25
Showboy,2002,11,12,12,0,42
Showtime,2002,20,2,13,5,2
The Singles Ward,2002,7,21,16,3,11
Signs,2002,12,22,6,5,2
Slackers,2002,10,3,11,18,32
Snow Dogs,2002,15,9,18,18,2
Solaris,2002,0,13,6,18,18
Sorority Boys,2002,18,10,3,18,2
Spider-Man,2002,3,4,20,7,2
Spirit: Stallion of the Cimarron,2002,19,13,3,20,2
Spun,2002,10,3,16,18,2
Spy Kids 2: The Island of Lost Dreams,2002,12,22,12,7,29
Star Wars: Episode II – Attack of the Clones,2002,14,16,6,12,2
Star Trek Nemesis,2002,19,13,21,18,2
Stealing Harvard,2002,19,4,17,18,2
Stuart Little 2,2002,0,17,6,18,17
The Sum of All Fears,2002,2,13,11,18,2
Sunshine State,2002,4,11,15,5,2
The Sweetest Thing,2002,19,3,11,18,19
Sweet Home Alabama,2002,15,3,20,6,2
Swept Away,2002,21,5,13,22,4
Swimfan,2002,1,15,8,1,25
 Tadpole,2002,0,17,17,18,2
They,2002,19,17,18,18,2
Time Changer,2002,7,21,6,18,2
The Time Machine,2002,19,21,20,18,18
Timequest,2002,7,3,10,18,29
The Transporter,2002,16,19,21,11,25
Trapped,2002,2,4,11,5,2
Treasure Planet,2002,19,13,11,20,2
The Truth About Charlie,2002,5,6,6,22,38
Tuck Everlasting,2002,0,5,1,5,42
The Tuxedo,2002,19,13,21,5,2
Two Weeks Notice,2002,10,3,10,17,2
 Undercover Brother,2002,3,14,16,5,2
Undisputed,2002,17,1,8,18,36
Unfaithful,2002,0,17,6,18,2
 Waking Up in Reno,2002,0,3,6,18,44
A Walk to Remember,2002,4,11,6,18,2
We Were Soldiers,2002,2,13,5,0,2
Welcome to Collinwood,2002,0,17,9,18,2
White Oleander,2002,15,9,11,6,15
The Wild Thornberrys Movie,2002,19,13,6,0,2
Windtalkers,2002,6,20,8,5,44
 xXx,2002,2,13,8,18,2
 Zig Zag,2002,13,18,1,6,33
 11:14,2003,11,12,1,0,37
101 Dalmatians II: Patch's London Adventure,2003,19,13,1,17,16
2 Fast 2 Furious,2003,22,19,16,5,32
21 Grams,2003,10,16,6,18,37
44 Minutes: The North Hollywood Shoot-Out,2003,20,2,11,12,7
 Abby Singer,2003,0,17,6,18,2
Agent Cody Banks,2003,17,1,17,18,2
Alex & Emma,2003,21,5,18,5,10
Alien Hunter,2003,6,20,6,18,33
All the Real Girls,2003,10,0,3,18,16
Amandla!: A Revolution in Four-Part Harmony,2003,11,12,16,18,2
American Wedding,2003,10,17,17,18,2
Anger Management,2003,10,17,16,18,2
Anne B. Real,2003,11,12,6,11,17
Bad Boys II,2003,13,18,16,5,10
Bad Santa,2003,20,2,6,18,2
Basic,2003,6,20,5,5,2
The Battle of Shaker Heights,2003,4,11,20,11,30
Bells of Innocence,2003,19,13,17,18,7
The Best Two Years,2003,10,17,6,20,20
Beyond Borders,2003,7,21,12,16,45
Big Fish,2003,4,11,13,7,2
Biker Boyz,2003,0,17,7,0,2
Black Cadillac,2003,22,19,19,11,2
Blind Horizon,2003,19,13,6,13,2
Blizzard,2003,19,21,1,0,13
Boat Trip,2003,21,5,6,5,2
Bringing Down the House,2003,7,3,4,18,20
Bringing Rain,2003,1,15,9,13,9
Brother Bear,2003,15,9,6,18,2
The Brown Bunny,2003,0,17,6,18,2
Bruce Almighty,2003,19,17,21,18,2
Bulletproof Monk,2003,9,7,20,6,41
 Camp,2003,8,8,21,5,2
Casa de los Babys,2003,11,12,10,0,28
The Cat in the Hat,2003,18,10,20,18,2
Charlie's Angels: Full Throttle,2003,16,3,13,6,2
Chasing Papi,2003,22,19,6,5,2
Cheaper by the Dozen,2003,12,22,6,18,2
Christmas Child,2003,4,11,6,18,35
Cold Creek Manor,2003,12,22,11,18,37
Cold Mountain,2003,16,20,6,5,2
The Company,2003,8,8,3,5,33
Confidence,2003,13,18,8,5,2
The Cooler,2003,21,5,1,18,33
The Core,2003,19,13,7,18,2
Cosmopolitan,2003,10,0,6,18,2
Cradle 2 the Grave,2003,2,13,6,19,18
Crime Spree,2003,9,7,22,22,23
 Daddy Day Care,2003,0,17,1,18,2
Daredevil,2003,17,1,6,18,32
Dark Blue,2003,16,20,6,6,2
Darkness Falls,2003,6,4,6,18,2
Deliver Us from Eva,2003,10,0,1,18,2
Devil's Pond,2003,19,13,7,18,16
Dickie Roberts: Former Child Star,2003,12,22,8,18,2
Le Divorce,2003,12,22,1,18,2
Down with Love,2003,21,5,6,18,2
Dreamcatcher,2003,6,20,14,18,33
Dumb and Dumberer: When Harry Met Lloyd,2003,1,3,17,18,25
Duplex,2003,13,3,13,5,2
 Elephant,2003,1,15,21,8,2
Elf,2003,10,3,6,15,42
Evil Alien Conquerors,2003,21,5,13,18,2
The Fighting Temptations,2003,10,17,6,18,2
Final Destination 2,2003,6,20,14,18,18
Finding Nemo,2003,19,13,19,18,2
Flywheel,2003,22,19,11,18,2
The Fog of War,2003,7,21,6,13,2
Freaky Friday,2003,15,9,6,18,18
Freddy vs. Jason,2003,6,20,20,21,19
From Justin to Kelly,2003,21,5,15,18,37
 Gang of Roses,2003,11,12,21,7,24
Gigli,2003,19,13,21,17,37
Gods and Generals,2003,2,13,10,5,2
Good Boy!,2003,10,3,13,14,4
Gothika,2003,16,6,6,18,32
Grand Theft Parsons,2003,7,21,0,21,40
Grind,2003,3,14,6,18,3
 The Haunted Mansion,2003,19,3,6,18,2
Head of State,2003,7,21,22,18,10
Hey DJ,2003,11,5,22,0,29
Holes,2003,12,22,18,18,37
Hollywood Homicide,2003,5,6,8,5,2
Honey,2003,10,17,10,18,17
Hope Springs,2003,10,17,13,8,2
House of 1000 Corpses,2003,16,19,22,18,2
House of Sand and Fog,2003,18,10,6,18,2
House of the Dead,2003,6,4,8,5,2
How to Deal,2003,15,9,6,18,2
How to Lose a Guy in 10 Days,2003,21,3,6,18,2
Hulk,2003,6,20,20,18,2
The Human Stain,2003,7,21,20,3,2
The Hunted,2003,17,1,6,5,2
 I Am David,2003,15,9,16,22,10
Identity,2003,6,20,16,18,2
In the Cut,2003,16,14,6,18,2
The In-Laws,2003,12,22,0,12,44
Indigo,2003,22,19,6,18,2
Intolerable Cruelty,2003,21,3,6,5,2
It Runs in the Family,2003,14,16,10,10,18
The Italian Job,2003,22,19,21,18,2
 Jeepers Creepers II,2003,1,15,16,18,2
The Jungle Book 2,2003,3,14,3,18,42
Just Married,2003,12,4,10,18,2
 Kangaroo Jack,2003,13,3,6,18,25
Kill Bill Volume 1,2003,6,20,21,12,18
 Lara Croft Tomb Raider: The Cradle of Life,2003,6,20,22,18,9
The Last Samurai,2003,2,20,18,5,2
The League of Extraordinary Gentlemen,2003,19,13,17,14,18
"Legally Blonde 2: Red, White & Blonde",2003,15,9,16,18,2
The Life of David Gale,2003,5,6,6,18,32
The Lizzie McGuire Movie,2003,0,17,21,17,2
Looney Tunes: Back in Action,2003,8,8,0,18,2
The Lord of the Rings: The Return of the King,2003,2,13,14,5,2
Lost in Translation,2003,10,0,17,14,2
Love Don't Cost a Thing,2003,1,15,3,18,2
 Malibu's Most Wanted,2003,0,17,16,18,2
A Man Apart,2003,6,20,8,19,2
Manhood,2003,14,0,14,3,2
Marci X,2003,4,11,12,0,28
Masked and Anonymous,2003,11,12,16,6,16
Master and Commander: The Far Side of the World,2003,19,13,6,18,18
Matchstick Men,2003,19,4,5,1,2
The Matrix Reloaded,2003,19,13,1,5,2
The Matrix Revolutions,2003,2,13,18,5,33
May,2003,10,17,11,18,37
The Medallion,2003,17,1,18,22,2
A Mighty Wind,2003,8,8,21,18,37
The Missing,2003,4,11,5,5,2
Mona Lisa Smile,2003,15,0,6,6,2
Monster,2003,5,6,6,18,2
Monster Man,2003,3,14,8,18,16
My Boss's Daughter,2003,18,10,21,18,12
My Flesh and Blood,2003,12,22,18,1,0
Mystic River,2003,16,6,6,6,25
National Security,2003,20,2,20,18,2
The Night We Called it a Day,2003,10,17,9,18,2
 Old School,2003,18,15,7,18,2
Once Upon a Time in Mexico,2003,6,20,6,18,2
Open Range,2003,16,21,16,12,2
Open Water,2003,9,7,20,18,17
The Order,2003,0,20,22,18,2
Out of Time,2003,13,18,6,18,32
 Party Monster,2003,10,21,6,5,33
Paper Soldiers,2003,18,10,8,5,16
Pauly Shore Is Dead,2003,11,12,11,20,2
Paycheck,2003,19,13,1,18,34
Peter Pan,2003,0,3,11,0,0
Phone Booth,2003,20,2,5,6,2
Pieces of April,2003,12,22,6,6,44
Piglet's Big Movie,2003,18,10,20,18,9
Pirates of the Caribbean: The Curse of the Black Pearl,2003,19,4,11,5,2
Poolhall Junkies,2003,8,8,4,4,19
Prey for Rock & Roll,2003,11,12,7,4,14
Puppet Master: The Legacy,2003,16,17,18,11,11
Quicksand,2003,11,12,1,18,2
 Radio,2003,1,15,11,1,2
The Recruit,2003,6,20,11,16,2
The Room,2003,10,3,6,18,2
Rugrats Go Wild,2003,12,22,6,18,2
Runaway Jury,2003,1,15,16,18,30
The Rundown,2003,19,13,11,18,2
 S.W.A.T.,2003,20,2,16,18,2
Scary Movie 3,2003,17,4,6,18,2
School of Rock,2003,1,15,21,18,2
Seabiscuit,2003,12,22,16,18,2
Secondhand Lions,2003,15,9,6,5,2
Shanghai Knights,2003,6,20,6,5,2
Shattered Glass,2003,10,21,18,7,2
Sinbad: Legend of the Seven Seas,2003,19,17,20,4,37
The Singing Detective,2003,7,21,14,12,45
Sky Blue,2003,3,14,20,5,4
Something's Gotta Give,2003,8,8,6,4,2
Spy Kids 3-D: Game Over,2003,9,7,6,5,20
The Station Agent,2003,18,10,15,18,2
Stuck on You,2003,8,8,6,18,18
Tears of the Sun,2003,2,13,5,18,2
Terminator 3: Rise of the Machines,2003,2,4,16,6,18
Testosterone,2003,15,9,12,1,11
The Texas Chainsaw Massacre,2003,18,10,8,6,39
Thirteen,2003,1,15,6,18,2
This Girl's Life,2003,0,17,20,18,2
This Thing of Ours,2003,12,22,7,7,44
Timeline,2003,19,13,19,5,2
 Uncle Nino,2003,12,22,6,1,7
Under the Tuscan Sun,2003,21,5,21,18,28
Underworld,2003,6,20,16,8,17
Uptown Girls,2003,4,11,6,18,2
Veronica Guerin,2003,16,9,8,20,2
View from the Top,2003,10,17,11,22,33
 What a Girl Wants,2003,4,11,6,18,2
When Eagles Strike,2003,9,7,18,16,15
Willard,2003,16,4,6,18,16
Wonderland,2003,5,6,4,4,7
Wrong Turn,2003,22,19,11,0,37
 X2: X-Men United,2003,2,13,21,5,2
The Young Black Stallion,2003,15,9,16,5,33
 Zero Day,2003,1,15,5,0,37
 13 Going on 30,2004,10,17,6,18,2
50 First Dates,2004,0,17,6,18,2
 After the Sunset,2004,10,17,11,19,23
Against the Ropes,2004,17,1,8,18,2
Agent Cody Banks 2: Destination London,2004,19,3,2,5,16
The Alamo,2004,2,1,18,18,2
Alexander,2004,14,16,20,6,2
Alfie,2004,10,0,7,18,2
Alien vs. Predator,2004,19,13,6,18,2
Along Came Polly,2004,10,17,20,18,2
Anacondas: The Hunt for the Blood Orchid,2004,19,4,17,18,10
Anchorman: The Legend of Ron Burgundy,2004,10,21,6,18,2
Around the Bend,2004,11,12,13,13,0
Around the World in 80 Days,2004,19,13,13,18,2
The Assassination of Richard Nixon,2004,18,10,17,18,2
The Aviator,2004,11,12,21,18,2
 Barbershop 2: Back in Business,2004,21,5,16,18,2
Before Sunset,2004,10,17,19,18,2
Being Julia,2004,8,8,6,6,18
Benji: Off the Leash!,2004,11,12,10,18,0
The Best Thief in the World,2004,18,10,20,14,16
Beyond the Sea,2004,15,9,22,18,29
The Big Bounce,2004,13,18,11,18,2
Birth,2004,15,3,6,4,2
Blade: Trinity,2004,6,20,20,0,17
Black Cloud,2004,3,14,15,14,2
The Blue Butterfly,2004,19,16,21,4,25
Bobby Jones: Stroke of Genius,2004,8,21,21,4,2
Book of Love,2004,7,3,1,16,2
Born into Brothels,2004,1,15,4,17,42
The Bourne Supremacy,2004,6,20,6,5,44
Breakin' All the Rules,2004,0,17,6,17,44
Bridget Jones: The Edge of Reason,2004,10,0,11,18,2
Brother to Brother,2004,3,3,17,13,36
The Butterfly Effect,2004,4,11,16,4,2
 Catch That Kid,2004,13,18,10,18,2
Catwoman,2004,5,6,7,5,2
Cellular,2004,16,4,6,5,2
Chasing Liberty,2004,4,11,6,5,2
Christmas with the Kranks,2004,18,10,6,18,18
The Chronicles of Riddick,2004,6,20,4,18,2
A Cinderella Story,2004,1,15,6,18,2
The Clearing,2004,13,18,6,18,7
Clifford's Really Big Movie,2004,19,4,21,18,2
Closer,2004,0,17,6,17,2
Club Dread,2004,6,4,21,18,18
Collateral,2004,6,4,16,5,2
Confessions of a Teenage Drama Queen,2004,1,3,6,4,2
Connie and Carla,2004,11,3,10,18,2
The Cookout,2004,12,22,17,18,2
Crash,2004,22,19,21,18,2
Criminal,2004,8,8,20,8,2
 D.E.B.S.,2004,0,3,21,18,2
Dawn of the Dead,2004,6,4,14,18,2
The Day After Tomorrow,2004,9,3,21,18,2
De-Lovely,2004,10,21,17,18,18
Dead & Breakfast,2004,9,4,16,9,24
Dirty Dancing: Havana Nights,2004,0,17,10,6,20
A Dirty Shame,2004,7,21,21,12,17
DodgeBall: A True Underdog Story,2004,19,4,5,5,2
The Door in the Floor,2004,14,16,6,18,23
Drum,2004,3,14,18,20,10
 Ella Enchanted,2004,0,17,21,18,2
Envy,2004,3,14,16,19,2
Eternal Sunshine of the Spotless Mind,2004,10,0,7,18,22
Exorcist: The Beginning,2004,4,11,6,18,2
EuroTrip,2004,9,3,21,18,29
Fat Albert,2004,0,17,6,18,2
Finding Neverland,2004,8,8,6,18,2
The Final Cut,2004,10,13,11,6,2
First Daughter,2004,4,11,16,9,2
Flight of the Phoenix,2004,9,7,1,18,2
The Forgotten,2004,14,16,19,5,17
Friday Night Lights,2004,8,8,1,18,2
Garden State,2004,15,9,1,18,2
Garfield: The Movie,2004,10,17,6,18,2
The Girl Next Door,2004,1,15,19,18,2
Godsend,2004,1,15,14,18,2
Godzilla: Final Wars,2004,9,7,17,14,2
The Grudge,2004,18,10,6,18,2
 Hair Show,2004,17,1,3,1,14
Harold & Kumar Go to White Castle,2004,22,19,15,18,2
Harry Potter and the Prisoner of Azkaban,2004,2,13,20,18,2
Hellboy,2004,3,14,8,14,30
Hidalgo,2004,15,9,16,18,2
Highwaymen,2004,3,14,13,0,18
Home on the Range,2004,19,13,21,20,2
Hotel Rwanda,2004,12,22,6,18,2
 I Heart Huckabees,2004,18,3,21,18,19
"I, Robot",2004,20,2,16,18,16
Imaginary Heroes,2004,1,15,14,1,11
The Incredibles,2004,12,22,11,7,7
In Good Company,2004,10,0,21,18,30
 Jailbait,2004,15,9,1,18,2
Jersey Girl,2004,10,21,20,17,10
Johnson Family Vacation,2004,12,22,5,1,3
 Keane,2004,15,9,1,18,4
Kill Bill Volume 2,2004,6,20,21,12,18
King Arthur,2004,14,16,20,18,2
Kinsey,2004,21,5,10,18,2
Knots,2004,11,0,4,20,12
 Ladder 49,2004,10,21,21,5,2
The Ladykillers,2004,13,18,0,18,2
The Land Has Eyes,2004,3,14,9,2,32
The Last Shot,2004,11,12,12,17,19
Lemony Snicket's A Series of Unfortunate Events,2004,18,10,18,18,2
The Life Aquatic with Steve Zissou,2004,4,16,11,18,17
Little Black Book,2004,10,0,20,22,32
A Love Song for Bobby Long,2004,15,9,20,18,37
 Man on Fire,2004,6,20,11,5,2
The Manchurian Candidate,2004,6,4,6,13,29
Maria Full of Grace,2004,0,17,2,18,2
Mean Creek,2004,9,7,14,18,16
Mean Girls,2004,1,15,20,18,2
Meet the Fockers,2004,4,3,8,18,2
Million Dollar Baby,2004,17,1,16,18,2
Mindhunters,2004,9,7,6,18,2
Miracle,2004,8,8,18,18,2
Modigliani,2004,13,18,11,18,2
The Motorcycle Diaries,2004,10,21,6,6,2
Mr. 3000,2004,10,17,11,18,2
My Baby's Daddy,2004,4,11,21,18,24
Mysterious Skin,2004,15,9,20,18,2
 Napoleon Dynamite,2004,1,15,1,18,2
National Treasure,2004,19,3,11,5,2
Never Die Alone,2004,13,4,6,18,2
New York Minute,2004,0,17,16,18,2
Noel,2004,3,3,6,15,9
The Notebook,2004,21,5,20,18,2
November,2004,16,20,8,18,36
Ocean's Twelve,2004,9,7,18,18,2
P.S.,2004,1,15,14,7,30
Palindromes,2004,12,22,6,11,42
Paparazzi,2004,18,3,21,18,2
The Passion of the Christ,2004,2,4,8,18,2
The Perfect Score,2004,1,15,16,18,2
The Phantom of the Opera,2004,0,5,10,5,2
The Polar Express,2004,22,19,6,15,32
Primer,2004,7,21,20,18,2
The Prince and Me,2004,0,17,4,18,2
The Princess Diaries 2: Royal Engagement,2004,21,5,13,5,2
The Punisher,2004,6,20,21,5,2
 Raise Your Voice,2004,0,3,21,18,2
Raising Helen,2004,10,3,7,18,2
Ray,2004,15,9,22,11,38
Riding the Bullet,2004,15,9,13,18,2
Ripley's Game,2004,13,6,6,5,2
 Saved!,2004,1,15,21,18,2
Saw,2004,16,4,11,18,17
Scooby-Doo 2: Monsters Unleashed,2004,19,13,21,8,2
Secret Window,2004,16,2,21,7,2
Seed of Chucky,2004,6,20,17,18,7
Shall We Dance?,2004,21,5,6,18,2
Shark Tale,2004,13,18,20,4,2
She Hate Me,2004,10,0,3,18,40
Shrek 2,2004,21,5,10,5,2
Sideways,2004,0,3,6,18,2
Six: The Mark Unleashed,2004,20,3,5,18,21
Silver City,2004,21,5,10,17,5
Sky Captain and the World of Tomorrow,2004,2,13,20,18,10
Sleepover,2004,1,15,13,18,20
Soul Plane,2004,14,0,11,18,2
Spanglish,2004,15,9,6,18,2
Spartan,2004,16,10,6,5,2
Speak,2004,0,17,6,18,37
Spider-Man 2,2004,3,14,16,18,2
The SpongeBob SquarePants Movie,2004,19,13,16,5,2
Stage Beauty,2004,8,8,19,2,35
Starsky & Hutch,2004,22,19,21,18,2
Stateside,2004,1,15,16,18,2
The Stepford Wives,2004,19,3,2,9,2
Straight-Jacket,2004,11,12,6,10,25
SuperBabies: Baby Geniuses 2,2004,9,7,14,11,11
Surviving Christmas,2004,12,22,6,8,18
Suspect Zero,2004,16,20,8,4,37
 Taking Lives,2004,16,10,6,18,2
Taxi,2004,22,19,5,4,2
Teacher's Pet,2004,3,14,8,18,2
